sentence
快乐王子（2008） -
然后燕子飞回到王子身边。 -
第二天一整天他都落在王子的肩膀上，跟王子讲他在异国他乡经历的事情。 -
他告诉王子尼罗河岸边站立的一排朱鹭,他们用大长嘴逮鱼吃；他告诉王子像这个世界一样古老的斯芬克生活在大沙漠里，天下的事情无所不知；他告诉王子牵着骆驼慢悠悠行走的商人，手里拿着一串串琥珀珠子；他告诉王子月亮山的国王,皮肤黑得像乌木，对一块大水晶石顶礼膜拜；他告诉王子在棕欄树上睡觉的大绿蛇,二十个僧侣用蜂蜜饼喂它；他告诉王子乘着大扁叶子在大湖上泛舟戏耍的小仙人,动不动就跟蝴蝶打仗。 -
到我的城市上空去飞一趟，小燕子，回来告诉我你在下面看见了什么。” -
然后他飞回来，跟王子讲了他的见闻。 -
“我身上裹着赤金王子说，“你一定把它啄下来，一片一片地啄，把它送给穷人；活着的人总是以为金子能让他幸福。” -
燕子于是啄下来一片又一片赤金，把快乐王子啄得寸金不留,一副灰不溜丢的样子。 -
燕子把一片又一片赤金送给穷人，他们的孩子脸上有了红润，在大街上欢声笑语一片，玩耍得很痛快。 -
“我们现在有面包吃了！”他们欢呼说。 -
放眼望去条条大街像裹上了银子，光亮夺目,明闪闪的；房子屋檐垂下长长的冰柱，像水晶利剑，人人出门都穿起皮衣，小孩子家头戴大红帽子，在冰上溜来溜去。 -
第二天大清早，市长在市议员们的陪同下从同隹像下的广场走过。 -
“的确寒珍！”市议员们大声说；他们总是跟着市长的调子唱；他们走过去端详那塑像。 -
市政文书赶紧把这项提议记了下来。 -
“你挑选对了，”上帝说，“因为在我的乐园里，这只小鸟会永远唱下去，而在我的金子城市里，快乐王子会赞美我的。” -
“这里终于出了一个痴心情种，”夜莺说， -
“尽管我不认识他，我天天夜里都给他唱歌；天天夜里我把他的故事讲给星星听，现在我看见他了。 -
“明天晚上王子要举行舞会年轻的大学生嘟哝道，“我的情人会做我的舞伴儿。 -
如果我给她带一朵红玫瑰去，她就会和我一直跳到天亮。 -
它比祖母绿还贵，比精美的蛋白石还值钱。 -
“音乐家们会在他们的乐池里就座，”年轻的大学生说，“弹奏他们的乐器，我的情人儿会随着竖琴和小提琴的乐曲翩翩起舞。她会跳得脚下生风，连地都不沾，那些献殷勤的人穿戴得漂漂亮亮,纷纷围着她打转转。 -
“为一朵红玫瑰？”他们同声惊讶道，“真是咄咄怪事啊！”小蜥蜴是一个喜欢拿别人开心的人，忍不住哈哈笑出声来。 -
她看见时便飞了过去，落在一根小花枝上。 -
“给我一朵红玫瑰吧，”她尖声叫道，“我来给你唱我最动听的歌儿。” -
“我的玫瑰是白色的，”玫瑰树回答道，“白得像海浪的泡沫，甚至比山头的冰雪还要洁白。 -
夜莺于是飞到了生长在古老的日晷旁的那棵玫瑰树上。 -
“给我一朵红玫瑰吧，”她尖声叫道，“我会给你唱我最动听的歌儿。” -
“我的玫瑰是黄色的，”玫瑰树回答说，“黄得像坐在琥珀御座上的美人鱼的头发，甚至比割草人挥起大镰刀割过的草地中的黄水仙还鲜黄。 -
夜莺于是飞到了生长在那个大学生窗下的玫瑰树上。 -
“我的玫瑰是红色的，”玫瑰树回答说，“红得像鸽子的爪子，甚至比海洋深洞里的珊瑚大扇叶还要红。 -
栖息在这绿色的林子里,看着太阳乘坐他的金马军，看着月亮乘坐她的银马车，真是一件开心的事啊。 -
山楂树的气昧甘甜扑鼻，藏身山谷的风铃草香气袭人，漫山遍野的杜鹃花芬芳四溢。 -
于是她展开她那棕色的翅膀，直冲云霄。 -
“高兴起来吧，”夜莺尖声说，“高兴起来吧；你会得到你的红玫瑰的。 -
他的双翼是火焰色的，他的身体像火焰一样有色彩。 -
他的双唇像蜜一样甜，他的呼吸像乳香四溢。 -
于是，夜莺给圣栎树唱歌儿，她的声音好像水从银壶里泻岀来那样叮咚作响。 -
夜莺唱完歌儿时，大学生站起来，从口袋里抽出笔记本和铅笔。 -
不过，也得承认，她的声音有时听上去很美。 -
整个夜晚她都用胸膛顶着刺儿唱歌，皎洁的冷月探着身子在聆听。 -
她最初唱的是爱情在少男和少女的心扉萌生。 -
玫瑰树顶端的花枝绽开了一朵奇异的玫瑰花，花瓣儿连着花瓣儿，就像歌儿连着歌儿。 -
起初花儿苍白得像悬浮在河面上的薄雾一苍白得像早晨的纤脚，然后它变成了银白色，活像拂晓的双翼。 -
玫瑰树顶端花枝上的那朵玫瑰花哟，开得仿佛一面银镜里的玫瑰花影,又好像水池里一朵玫瑰的倒影。 -
夜莺于是越来越紧地顶在刺上，她唱得也越来越瞭亮，因为她唱的是男子和女子的灵魂里产生了激情。 -
一层薄薄的红晕岀现在玫瑰的叶子里，宛如新郎初吻新娘的柔唇时脸上露出的潮红。 -
那朵奇异的玫瑰渐渐变红了，像天东边岀现的红霞。 -
花瓣儿的脉带变红了,花心红得像一枚红宝石。 -
随后，她终于爆发了一阵绝唱。 -
苍白的月儿听见了，把黎明忘在脑后，滞留在天空不肯离去。 -
那朵红玫瑰听见了，狂喜得直哆嗦，向清冷的晨气绽开了花瓣儿。 -
中午时分大学生打开他的窗户向外张望。 -
“嘿呀，多么奇妙的运气！”他惊叫道，“这里有一朵红玫瑰！我一生中从来没有看见过这样的玫瑰花儿。 -
这花儿美极了，准保有一个长长的拉丁名字。”他探下身子把玫瑰花儿摘掉了。 -
然后，他戴上帽子，手里拿着这朵玫瑰花儿，向教授的住宅跑去。 -
教授的女儿坐在门口往纺车上缠绕蓝色的丝，她的小狗卧在她脚旁。 -
“你说过，如果我给你帯一朵红玫瑰来，你会陪我跳舞，”大学生喊道， -
“这可是世间最红的玫瑰。 -
于是，他回到他的屋子，抽出一本积了灰尘的大厚书，开始读起来。 -
每天下午，孩子们从学校出来后，都往往到巨人的花园去玩耍。 -
那是一个可爰的大花园，茸茸绿草满地都是。 -
草地上到处长着美丽的鲜花，像星星一样；春天时节，花园里的十二棵桃树盛开耀眼夺目的粉红色花儿和银白色花儿；秋天来了，树上结满了累累果实。 -
鸟儿落在树上，唱起悦耳的歌儿，孩子们不由得停下游戏聆听鸟儿们歌唱。 -
他一回来就看见孩子们在花园里玩耍。 -
不久，春天来了，乡间到处开满小小花朵，小鸟儿到处飞舞。 -
花园里唯一感到高兴的人是雪和霜。 -
“春天把这花园遗忘了，”他们大叫着，“这下我们可以一年到头住在这里了。” -
雪往草地盖上了她那巨大的白色斗篷，霜把所有的树都涂上了银色。 -
然后他又邀请北风与他们做伴，北风就赶来了。 -
“这是一个令人愉快的地方，”北风说，“我们一定要请冰雹来访冋。” -
每天他都在城堡屋顶上劈劈啪啪下三个小时，把屋顶上大多数瓦片都打破了；随后他又在花园转呀转呀，忙不迭地奔啊跑啊。 -
一天早上，巨人醒来躺在床上，这时他听见了一种美妙的乐曲。 -
这乐曲在他耳际萦绕，妙不可言，他原以为一定是国王的乐师演奏着曲子走过。 -
其实只是一只小红雀儿在窗外唱歌，但是因为他很久没有听见鸟儿在他的花园里唱歌，所以他觉得这是人世间最美丽的音乐。 -
接着冰雹停止了在头顶砰砰乱跳，北风不再呼呼吼叫,一股扑鼻的香气从开着的窗扉飘到了他跟前。 -
“我看春天终于来了。”巨人说；他从床上跳下，往外张望。 -
他看见一幕美不胜收的景致： -
孩子们从大墙的一个小窟窿里钻进了花园，正坐在树的枝杈上。 -
树们非常高兴孩子们又回来了，便开满了花儿，在孩子们的头上轻轻地摇动起他们的枝杈。 -
鸟儿们到处飞动，高兴得叽叽喳喳鸣叫，花儿从绿草地往上张望，喜笑颜开。 -
这是一幕可爱的景色，只有花园的一隅还是冬天。 -
巨人看着这幕景致，心融化了。 -
我要把那个可怜的小男孩儿抱到那棵树顶上去，然后我再把这围墙拆掉，让我的花园世世代代成为孩子们的游戏场。” -
那棵树马上鲜花怒放，鸟儿们纷纷飞来在上面唱歌，小男孩儿伸开他的双臂，紧紧抱住了巨人的脖子，亲吻他。 -
那些跑掉的孩子，看出来巨人不再像过去那样坏，又都跑回来，春天也跟着孩子们来了。 -
“现在这是你们的花园了，小娃娃们，”巨人说他拿起了一把大斧头，把那堵墙砍倒了。 -
人们在十二点钟去市场时，发现巨人在他们见过的最美丽的花园里和孩子们玩耍。 -
他们玩耍了整整一天，天黑了他们才来和巨人道别。 -
“你们一定告诉他务必明天来这里玩儿。”巨人说。 -
每天下午，学校放学后孩子们都要来和巨人玩耍。 -
他再也玩儿不动了，只好坐在他的大扶手椅子里，看孩子们玩儿游戏，观赏他自己的花园。 -
“我有许多美丽的花儿，”他说，“可是孩子们才是所有花中最美丽的花朵啊。” -
一个冬天的早上，他一边穿衣服一边看着窗外。 -
他现在不讨厌冬天了，因为他知道那只不过是春天在沉睡，花儿在休息。 -
突然间，他惊讶得直揉眼睛，看了又看。 -
那确实是一幕让人惊喜的景色。 -
在花园最远的角落，一棵树开满了可爰的白花儿。 -
巨人欣喜若狂地跑下楼梯，岀了房子冲进花园。 -
因为在这孩子的手掌上有两个指甲印子，他的小脚丫上也有两个指甲印子。 -
小男孩儿对巨人微笑着跟他说：“你曾经让我在你的花园里玩耍过，今天你跟我到我的花园去吧，那是天堂。” -
小鸭子在水塘里戏水，一眼看去像一群黄黄的金丝雀，他们的妈妈一身洁白，两腿赤红，正在努力教他们在水中倒立的要领。 -
“是呀，这也正是我想知道的。”鸭妈妈说；她游到水塘的另一头，一头扎进水里倒立起来，让她的孩子们好好学学她的样子。 -
“那你回报什么呢？ ”小绿红雀问着，在一枝小花上悠来悠去，扑棱着他的小翅膀。 -
“说到这个话题，我来给你讲一个故事吧。”绿红雀说。 -
“这个故事是说我的吗？”河鼠问, -
“如果是这样，我就好好听一听，因为我太喜欢虚构的玩意儿。” -
“从前，”绿红雀说，“有一个名叫汉斯的诚实的小家伙。”  -
“他很有名气吗？”河鼠问道。 -
“不，”绿红雀回答说，“我看除了心地善良，他一点名气都没有，一张圆脸总是又喜兴又和善。 -
他住在一间小房子里自己过日子，每天都在他的花园里干活儿。  -
在整个乡下就数他的花园生机盎然。 -
花园里长满美洲石竹、桂竹香、荐菜和布谷鸟剪秋罗。 -
还有大马士革蔷薇、黄玫瑰、紫色的报春花、金罗兰、紫罗兰和白罗兰。还有美洲矮斗菜、草地碎米芥、茉乔栾那、野罗勒、立金花、莺尾花、黄水仙和粉丁香。它们随着月份井然有序地争奇斗艳,一种花儿开败了另一种花儿接着开放，这样花园里就总有美景供观赏，总有芳香供嗅闻。 -
真正的朋友应该有难共患有福同享。'磨坊主常说，小汉斯听了点头微笑,深为交上一个有这样高尚思想的朋友感到自豪。 -
“有时，邻居们确实想不通，这个富有的磨坊主从来没有回报过小汉斯什么东西，尽管他在磨坊里贮藏着一百袋面粉,养着六头奶牛，还有一大群产毛羊；但是汉斯从来没有为这些事情动过心思，只要能听到这个磨坊主美妙的谈吐，听他不断谈论忠实友谊的无私精神，就比什么都让他感到快活。 -
“小汉斯在花园里继续干活儿。 -
春天、夏天和秋天的日子，他都过得很快乐。但到了冬天，他没有水果和花儿拿到市场去卖，忍饥挨饿是常有的事，经常吃几个干梨或者坚果，就上床睡觉了。 -
所以我要等到春天来了才去看望他，他会送给我一大篮子报春花，他心里会非常快乐的。 -
“'你对别人想得真是周到，'他老婆答话说，她这时正坐在舒服的扶手椅子里守着熊熊燃烧的松木火取暖；'的确想得十分周到。 -
听你谈论友谊是一种享受。我敢说连那个教士都说不出你这样中听的话，别看他住在一幢三层楼大住宅里，小拇指上还戴着一个金戒指。 -
可怜的小汉斯要是有了麻烦，我会把我的粥让他一半喝，让他看看我的白兔子。” -
你说得多好啊！'磨坊主的老婆一边说，一边给自己倒了一大杯热乎乎的啤酒，‘我真有点困了，都快睡着了。 -
这种感觉跟在教堂时一模一样。' -
“当然不是，”绿红雀回答说，“这才刚刚开始。” -
这是新方法。 -
美好的感情我也是应有尽有, 所以我们俩是英雄所见略同啊。” -
“哦，”绿红雀说，一会儿用一条腿蹦蹦跳跳，一会儿换成了另一条腿，“冬天一过去，报春花开始绽开它们的淡黄色小星花，磨坊主跟他老婆说，他要到下面看看小汉斯。“'哎呀，你的心好善良！'他老婆叫道，'你总是想着别人。你可别忘了带一个大篮子，多带些花儿来。‘ “于是，磨坊主用一条结实的铁链把风车叶拴紧，手挎篮子下了山。“'早上好，小汉斯。‘磨坊主说。“'早上好。‘汉斯倚着铁铲说，笑得一脸灿烂。“你冬天过得好吗？'磨坊主说。“。荷，好啊好啊，'汉斯大声说,'多谢你的问候，确实很好。恐怕我打发走了一段难过的日子，但是现在春天来了，我很高兴，我所有的花儿都长得很好。‘ -
喂，我说你的迎春花儿长得实在喜人呀！ -
“'它们当然长得喜人。'汉斯说,'我种了这么多，真是我的莫大幸运。 -
手推车不大好用了；是呀,车的一边已经没了，轮子辐条也有毛病;不过毛病归毛病，我还是送给你算了。我知道我这人出手大方，人家一听我舍得把它送给人准都会以为我傻透了，可我不屑跟这帮人同流合污。我认为慷慨是友谊的本质，再说了，我手头已弄到新手推车了。是呀，你尽管放宽心好了，我准会把我的手推车送给你的。'  -
“'哦，你真慷慨大方，'小汉斯说,他圆乎乎的脸上高兴得直放光， -
'我很容易就把它修好了，我房子里正好有一块板子。’ -
巧得很，你说得正是时候！ -
这才真是善有善报呢。 -
快去取来吧，我今天就用它修理仓库。‘ -
“'没问题。'小汉斯大声说，跑进小屋里把那块木板拖了岀来。  -
这是篮子，请你把它装得满满的。' -
你的意见太好了，我得先按你说的办，不想银扣子的事了。'他跑去把美丽的迎春花全都拔来，装满了磨坊主的篮子。 -
“'再见。'小汉斯说，开始继续快活地挖花园的土地，为那辆手推车高兴得什么似的。 -
“第二天他正在门廊里钉挂一些忍冬，这时听见磨坊主在大路那边喊他。 -
他于是跳下梯子，跑过花园，从墙上往远处张望。 -
我得把我的这些攀藤植物都钉挂起来，把花儿都浇上水，把草都滚轧一遍。 -
“'今天的活儿可真累得够呛，'小汉斯一边上床睡觉一边心下琢磨，'不过好在我没有拒绝磨坊主，他毕竟是我最好的朋友，况且他还要送我他的手推车呢。' -
“'我很对不起，'小汉斯说，揉着眼睛把睡帽揭下来，'可是我累得不行，本以为可以在床上多休息一会儿，听听鸟儿唱歌。你知道吗？我听听鸟儿唱，干活儿总是很带劲儿。' -
“'哦，你有这习惯，我很高兴，'磨坊主边说，边拍拍小汉斯的背，'我正想等你穿好衣服立即去磨坊，把我的仓库顶修补一下呢。' -
“他在仓库整整干了一天活儿，干到太阳落山，这时磨坊主来看他干活儿干得如何。 -
“'你把仓顶的窟窿堵上了吗，小汉斯？'磨坊主用欣喜的声音说。 -
“'这下可算补好了。'小汉斯回答道，从梯子上走了下来。 -
啊！'磨坊主说，'再没有为别人干活儿更让人心情畅快了。‘ -
“'能听你说话可真是难得，'小汉斯答道，坐下来擦额头的汗水，'真是难得啊。 -
我终于能在我的花园里干活儿了，真是再快乐不过。'他说完，马上开始去劳作了。 -
还有，'他经常说，'他要把他的手推车送给我，这完全是一种慷慨的行为。' -
因此，小汉斯就继续为磨坊主干活儿，磨坊主对友谊说了许多漂亮话，小汉斯听了还记在了笔记里，到了夜晚反复诵读，俨然一个一丝不苟的小学者。 -
当然，'小汉斯大声说，'你能找到我门上，我认为这是抬举我，我马上就去。 -
“'哦，干万别在意，我没有它也行。'小汉斯大声说，拿下他的大皮外套,戴上暖和的大红帽子，脖子上系了一条围巾，匆匆上路了。 -
“寓意 " -
“你是说这个故事里含有一种寓意吗？“ -
“当然。”绿红雀说。 -
“事实上是我给他讲了一个有寓意的故事。 -
我完全同意她的看法。 -
非凡的火箭（2018） -
国王的儿子要结婚，各种大庆小庆是少不了的。 -
他等新娘等了整整一年，新娘终于到来了。 -
新娘是一位俄罗斯公主，坐着六只驯鹿拉的雪橇从芬兰一路赶来了。 -
雪橇的样子像一只金色大天鹅，这位纤巧的公主本人坐在天鹅的翅膀中间。 -
她的脸色苍白异常，她坐着雪橇穿过街心时，所有的人都暗暗惊奇。 -
“她像一朵白玫瑰！”他们呼叫着，纷纷从阳台上往她身上抛花儿。 -
在城堡的大门前，王子正在迎接她。 -
王子有一双朦胧的紫罗兰色眼睛，头发像纯金般金黄。 -
“你的画像很美丽他小声说，“但是你比你的画像还美丽。”娇小的公主一下子脸红了。 -
“她刚才还像一朵白玫瑰，”小侍童对身边的人说，“可是她现在一下子成了一朵红玫瑰了。”整个宫廷听了都很高兴。 -
接下来的三天，大家都在传着一句话:白玫瑰，红玫瑰；红玫瑰，白玫瑰。”国王下了圣旨，这个侍童的俸禄增加一倍。 -
因为侍童根本没有俸禄，这道圣旨对侍童来说跟一张白纸差不多，但圣旨就是圣旨,荣誉是不同一般的，这件事当然及时地登载在《宫廷报》上。 -
三天过去，婚礼正式举行。 -
这是一场洋洋大观的婚礼，在一顶缀满珍珠的紫色天鹅绒华盖下，新娘和新郎手拉手缓缓走过。 -
然后是盛大的国宴，持续了五个小时。 -
王子和公主坐在大厅的首席，喝干了一水晶杯酒。 -
“很显然他们彼此真心相爱，”小侍童说，“如同水晶一样透亮清澈！”国王又下旨给他涨了一倍俸禄。 -
“无上荣耀呀！”全体朝臣纷纷道贺说。 -
国宴过后是舞会。 -
新娘和新郎将要一起跳玫瑰舞，国王已答应吹笛伴乐。 -
的确，他只懂两种调子，却又从来弄不清楚他正在吹奏哪一种；但是这丝毫没有关系，因为不管他吹奏成什么样子，谁都得大声喝彩 -
“好听啊！好听啊！” -
最后一项庆祝活动是大放焰火，在午夜时分准时开始。 -
这位纤弱的公主长这么大还没有看见过放焰火，因此国王早已下了圣旨，皇家焰火匠在婚礼那天到场凑趣。 -
“焰火是个啥样子呢？”一天早上，她问王子说，边说边在平台上走动着。 -
“焰火就像北极光，”国王说；他惯爱抢答问别人的问题。“只是更普通一点。“ -
我倒觉得更像星星，它们一放起来你就明白了，像我吹笛子一样赏心悦目。 -
你肯定会看见它们的。” -
这样，在国王花园的一端搭起了一个大架子，皇家焰火匠将一切安排停当后,焰火们马上交谈起来。 -
“这世界的确非常美丽，一个小爆筒大声说， -
“快瞧瞧那些黄郁金香。 -
就算它们是真的爆竹，那也不会比这看上去好看。 -
我很高兴我旅行过。 -
旅行使人大长见识，摆脱一切偏见。 -
它就像那月儿，天长地久。 -
我碰巧和糙纸做的药筒呆在一个抽屉里，今天早上我听到新娘新郎的所有故事,还听说了宫中的最新消息。“ -
他也算是一个政治家了，在地方选举中还总能居领先地位，因此对议会的一套行话了如指掌。 -
不用说，他的做派显得特别高雅。 -
“国王的儿子真叫走运，”他说，“他结婚的那天我正好被燃放。 -
真的，事先要，非凡的火箭是早有安排，那到头来对他倒不见得有多好；不过王孙公子总是吉星高照啊！” -
我是一枚非凡的火箭,父母也出类拔萃。 -
我母亲活着风光时是赫赫有名的转轮焰火，她的舞姿风流绰约是尽人皆知的。 -
她在大庭广众前露面的时候,一口气旋转上十九次才熄灭，而且每旋转一次她就往空中抛去七颗粉色的星星。 -
她的直径有三英尺半宽，是用最好的黑色火药做的。 -
我的父亲和我一样，是一枚火箭,法国血统。 -
不过他还是返回来了,因为他生性随和，他像一阵灿烂的金雨从空中飘然而落。 -
大小报纸纷纷极尽溢美之词，赞扬他表演得淋漓尽致。 -
真的，《宫廷报》称赞他是焰火艺术的最好范例呢。 -
“焰火技术，焰火技术，你是指这个呀，一只信号焰火说，“我知道是说焰火技术，因为看见我自己的弹筒上写着这个词儿。” -
“敏感的人嘛，因为他长了一脚鸡眼,就总是踩别人的脚趾头。”焰火筒悄悄地说；爆竹听了差点儿大笑起来。 -
“我笑是因为我高兴呀。”爆竹回答说。 -
这是美丽的德行，我这种德行可非一日之功。 -
“如果你想给别人快乐，”焰火筒大声说， -
“没错儿，”信号焰火大声呼应说,他这时的情绪好了些，“这可是个常识问题。” -
然而我有想象力，我从来就没有按事物的本来面貌去想；我总认为它们有截然不同的一面。 -
“哦，真的，”一枚流星火花大声应道，“为什么要不高兴呢？这正是找乐子的机会，我飞上蓝天时，还打算把这一切都告诉星星呢。 -
我跟他们谈论漂亮的新娘时，你们会看见他们在不停地眨眼睛。” -
“这才是重要的事情。” -
不一会儿，月亮升起来了，宛如美丽的银盾；星星一片灿烂，宫里传岀了悦耳的音乐。 -
王子和公主领衔起舞， -
身姿优雅，高高的白色百合纷纷从窗户往里窥视，观看他们跳舞；而硕大的红芙蓉摇头晃脑，打着节拍。 -
随后十点钟敲响了，然后是---点,然后是十二点，午夜钟声敲完最后一下时,每个人都走出房子，来到阳台，国王命人去叫皇家焰火匠。 -
“下令放焰火吧。”国王说。皇家焰火匠深深地鞠了一躬，大步走到花园的那一头。 -
这确实是一幕壮观的表演。 -
嗖！嗖！转轮焰火一圈又一圈地旋转着。 -
砰！砰！焰火筒飞上了天空。 -
随后小爆筒到处飞舞，信号焰火把一切染得火红。 -
爆竹嘣嘣地回应着，快活得无以言表。 -
除了非凡的火箭，每一个都表演得非常成功。 -
他的所有穷亲戚他都从来不屑一顾,嗤之以鼻，这时却纷纷冲上天际，在一片片火光中像美妙的金花儿。 -
“好哇！好哇！”整个宫廷呼喊着；娇小的公主笑得十分开心。 -
第二天，一帮干活儿的人来打扫场地。 -
随后，一只小青蛙，眼睛明亮得像珠子,身穿一件绿色斑纹的外衣，游到他跟前来了。 -
“我看岀来了，是新来的！”青蛙说， -
给我个阴雨天儿让我呆在水沟里，我就很幸福了。 -
“你的声音可真好听！”青蛙大声说， -
“真的就像哇哇地叫唤，哇哇叫唤当然是世上最有音乐感的声音了。 -
你今天晚上会听见我们合唱俱乐部的演唱。 -
我们都坐在那农夫住宅旁的老鸭水塘里，月亮一上来我们就开始合唱。 -
那声音十分迷人,，非凡的火箭大家都躺在床上不睡，听我们唱歌。 -
发现自己这么受人欢迎，真是令人再高兴不过了。” -
“的确是悦耳的声音，”青蛙接着说，“我希望你也到那鸭子水塘去吧。 -
哦，再见；听我说没错，能跟你交谈我很高兴。 -
“交谈，没错儿！”火箭说， -
“总得有听着的人呀，”青蛙回答说，“我这人就喜欢一个劲儿说个没完。 -
“可我就喜欢争论。”火箭说。 -
“我不希望争论,青蛙扬扬得意地说， -
事实上，你应该学习我的榜样。你能有我这样的榜样真是算你走运。 -
我可是宫廷的大宠儿；实际上，王子和公主昨天就是冲我的面子才举行婚礼的。 -
我喜欢听我自己说话。 -
这是我的一大乐趣。 -
“那你真应该去教授哲学，“蜻蜓说，他展开一对活泼可爱的纱一样的翅膀,飞向天空。 -
“我敢说他难得有这样的机会换换脑子。 -
我这样的天才必有用武之地。” -
过了一会儿，一只大白鸭朝这儿游了过来。 -
大白鸭长着两条黄腿，带蹉的爪子,就因为她走路摇摇摆摆，被认为是大美人儿一个。 -
“呱呱呱，呱呱呱，呱呱呱，”她说， -
我能嗖地飞上天空，像金色阵雨一样落下来，你听了这话肯定会感到惊讶的。 -
我们都有几手专长，这就够吃遍天下了。 -
我也许会回到宫廷去，因为我知道我命中注定要给这世界带来轰动。” -
只要我们一岀场,我们就会引起人们的极大注意。 -
我实际上没有露面，可是我一旦露面，那场面可就好看极了。 -
“啊！生活中高雅的事情，它们是多么美好啊！”鸭子说，“可这倒让我想到我饿得要命了她向溪流下面游去，一路“呱呱呱”叫个不停。 -
“一定是那个代表来了。”火箭说,努力做出很有尊严的样子。 -
“喂！”一个男孩儿叫道，“快看这根旧棍子！多奇怪，它怎么到这里来了？”他从水沟里捡起火箭。 -
事实上，他误以为我是宫廷的一位权贵呢!” -
“我们用它来烧火吧！”另一个男孩儿说，“水壶里的水能快点开。” -
